Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,108.150002,108.589996,106.930000,107.320000,70.153831,11691300
2005-01-04,107.500000,107.599998,105.889999,106.300003,69.487083,10628300
2005-01-05,106.300003,106.779999,105.709999,105.709999,69.101471,10885300
2005-01-06,106.129997,106.660004,105.830002,106.040001,69.317093,8238900
2005-01-07,106.330002,106.500000,105.629997,105.839996,69.186363,8555700
2005-01-10,105.839996,106.629997,105.769997,106.199997,69.421692,6028100
2005-01-11,105.900002,105.910004,105.269997,105.519997,68.977242,7592600
2005-01-12,105.580002,106.230003,104.959999,106.029999,69.310539,10574200
2005-01-13,105.959999,106.099998,104.809998,104.949997,68.604622,7669700
2005-01-14,105.129997,105.650002,105.050003,105.440002,68.924934,5986900
2005-01-18,105.250000,106.290001,105.000000,106.160004,69.395531,6601700
2005-01-19,106.150002,106.250000,105.230003,105.250000,68.800720,6567900
2005-01-20,105.059998,105.480003,104.580002,104.760002,68.480385,8661700
2005-01-21,104.949997,105.029999,103.779999,103.839996,67.942535,7901200
2005-01-24,104.110001,104.309998,103.620003,103.750000,67.883682,9877700
2005-01-25,104.089996,105.010002,104.050003,104.589996,68.433273,9751100
2005-01-26,104.919998,105.250000,104.680000,104.790001,68.564110,7851200
2005-01-27,104.449997,104.830002,104.209999,104.570000,68.420212,8393800
2005-01-28,104.540001,104.650002,103.760002,104.440002,68.335136,7791600
2005-01-31,104.980003,105.050003,104.480003,104.800003,68.570648,5333900
2005-02-01,105.019997,105.639999,104.839996,105.400002,68.963287,4800300
2005-02-02,105.459999,106.129997,105.349998,105.879997,69.277306,4660100
2005-02-03,105.699997,105.949997,105.440002,105.900002,69.290405,4818700
2005-02-04,105.800003,107.209999,105.760002,107.000000,70.010170,6413300
2005-02-07,106.930000,107.269997,106.910004,107.010002,70.016739,3710300
2005-02-08,107.059998,107.419998,106.910004,107.250000,70.173737,5046500
2005-02-09,107.419998,107.480003,106.629997,106.739998,69.840027,7444900
2005-02-10,107.029999,107.699997,106.930000,107.500000,70.337265,5221000
2005-02-11,107.419998,108.389999,107.139999,108.089996,70.723320,4722600
2005-02-14,108.010002,108.120003,107.839996,107.980003,70.651367,3689300
2005-02-15,108.059998,108.610001,107.919998,108.470001,70.972008,4711000
2005-02-16,108.279999,108.680000,108.089996,108.449997,70.958923,4285800
2005-02-17,108.459999,108.559998,107.669998,107.720001,70.481232,5746600
2005-02-18,107.480003,107.839996,107.199997,107.809998,70.696373,4906500
2005-02-22,107.330002,107.669998,105.989998,106.010002,69.515999,8958900
2005-02-23,106.349998,106.949997,106.190002,106.830002,70.053703,6457800
2005-02-24,106.580002,107.550003,106.360001,107.410004,70.434006,7124200
2005-02-25,107.430000,108.419998,107.300003,108.360001,71.057014,4984900
2005-02-28,108.110001,108.980003,107.260002,107.699997,70.624184,7471500
2005-03-01,107.760002,108.489998,107.760002,108.230003,70.971710,5316000
2005-03-02,107.809998,108.690002,107.739998,108.070000,70.866806,7239700
2005-03-03,108.419998,108.669998,107.639999,108.250000,70.984886,7779800
2005-03-04,108.910004,109.610001,108.650002,109.540001,71.830765,6123100
2005-03-07,109.389999,109.830002,109.300003,109.330002,71.693069,4124200
2005-03-08,109.290001,109.519997,108.959999,109.160004,71.581619,7533400
2005-03-09,108.830002,109.230003,108.000000,108.010002,70.827454,5060900
2005-03-10,108.209999,108.730003,107.739998,108.470001,71.129135,5215200
2005-03-11,108.489998,108.809998,107.650002,107.839996,70.716019,3489300
2005-03-14,107.949997,108.160004,107.580002,108.139999,70.912758,3474500
2005-03-15,108.389999,108.480003,107.519997,107.570000,70.538963,3926400
2005-03-16,106.949997,107.110001,106.190002,106.349998,69.738930,6444500
2005-03-17,106.559998,106.680000,106.040001,106.290001,69.699593,4476200
2005-03-18,106.379997,106.440002,105.440002,105.959999,69.593193,10700300
2005-03-21,106.040001,106.120003,105.230003,105.419998,69.238495,7322400
2005-03-22,105.540001,106.029999,104.500000,104.529999,68.654007,7066800
2005-03-23,104.489998,105.550003,104.209999,104.410004,68.575150,7267500
2005-03-24,104.720001,105.150002,104.349998,104.440002,68.594833,5058600
2005-03-28,104.599998,105.230003,104.559998,104.760002,68.805046,4968200
2005-03-29,104.610001,105.129997,103.860001,104.070000,68.351898,7659600
2005-03-30,104.180000,105.389999,104.180000,105.339996,69.185982,5654100
